id,screen/route,file:line,kind,core_path,hebrew_source
he-0430,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:42,string,no,מומלץ ראיון נוסף
he-0431,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:43,string,no,לא מומלץ כרגע
he-0432,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:54,template,no,"<div style=""color:#888"">אין נתוני דופק</div>"
he-0433,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:65,template,no,"<text x=""${width - pad - 40}"" y=""${height - 8}"" font-size=""11"" fill=""#6b7280"">זמן (שניות)</text>"
he-0434,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:130,template,no,שאלה ${q.idx}
he-0435,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:131,string,no,אין רגעי שיא משמעותיים
he-0436,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:141,string,no,מוטיבציה
he-0437,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:142,string,no,שליטה עצמית
he-0438,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:143,string,no,בטיחות
he-0439,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:144,string,no,תקשורת
he-0440,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:145,string,no,יציבות
he-0441,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:151,string,no,ריכוז גבוה לאורך הבדיקה — נכס לתפקיד נהג.
he-0442,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:152,string,no,רמת ביטחון יציבה במתן תשובות.
he-0443,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:153,string,no,ציון פסיכולוגי גבוה במדדי בטיחות והחלטה.
he-0444,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:154,string,no,רמת חרדה כללית גבוהה — מומלץ תרגול נשימה ושיחת תמיכה.
he-0445,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:155,string,no,עלייה משמעותית בדופק תחת לחץ — תרגול סימולציות.
he-0446,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:156,string,no,ציון פסיכולוגי נמוך — שיחה מעמיקה לפני המשך תהליך.
he-0447,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:157,string,no,ביצועים יציבים — אין דגלים אדומים.
he-0448,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:158,string,no,לא זוהו תחומים הדורשים חיזוק מיידי.
he-0449,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:173,template,no,"<div style=""font-size:36px;font-weight:900;margin-bottom:16px"">תיק אבחון פסיכולוגי-תעסוקתי</div>"
he-0450,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:176,template,no,"<div style=""font-size:14px;color:#92400e;margin-bottom:8px"">שם המועמד</div>"
he-0451,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:178,template,no,"<div style=""font-size:13px;color:#92400e"">תאריך אבחון: ${date}</div>"
he-0452,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:179,template,no,"<div style=""font-size:13px;color:#92400e"">מספר דוח: ${session.id}</div>"
he-0453,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:183,template,no,🔒 סודי — לשימוש מקצועי בלבד
he-0454,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:189,template,no,"<h2 style=""font-size:24px;font-weight:800;border-bottom:2px solid #f59e0b;padding-bottom:8px"">סיכום מנהלים</h2>"
he-0455,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:192,template,no,"<div style=""font-size:13px;opacity:.8"">ציון BEQA סופי</div>"
he-0456,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:196,template,no,"<div style=""font-size:13px;color:#64748b"">המלצה</div>"
he-0457,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:203,template,no,"${row(""שם המועמד"", escapeHtml(name))}"
he-0458,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:204,template,no,"${row(""קהילה"", community)}"
he-0459,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:205,template,no,"${row(""תאריך אבחון"", date)}"
he-0460,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:206,template,no,"${row(""מספר דוח"", session.id)}"
he-0461,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:207,template,no,"${row(""שם המאבחן"", ""Haile Drive AI System"")}"
he-0462,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:208,template,no,"${row(""ציון פסיכולוגי"","
he-0463,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:209,template,no,"${row(""ציון ביומטרי"","
he-0464,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:210,template,no,"${row(""ציון ניתוח פנים"","
he-0465,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:216,template,no,"<h2 style=""font-size:24px;font-weight:800;border-bottom:2px solid #ef4444;padding-bottom:8px"">מדדים ביומטריים</h2>"
he-0466,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:218,template,no,"${tile(""דופק בסיס"","
he-0467,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:219,template,no,"${tile(""דופק שיא (סטרס)"","
he-0468,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:220,template,no,"${tile(""HRV ממוצע"","
he-0469,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:223,template,no,"<div style=""font-weight:700;margin-bottom:8px"">גרף דופק לאורך המבחן</div>"
he-0470,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:227,template,no,"<div style=""font-weight:700;margin-bottom:4px"">ניתוח</div>"
he-0471,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:230,jsx_text,no,המועמד הראה עלייה משמעותית בדופק ובחרדה ב-$
he-0472,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:231,template,no,": ""הדופק נשאר יציב לאורך כל המבחן — אין רגעי לחץ חריגים.""}"
he-0473,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:246,template,no,"<h2 style=""font-size:24px;font-weight:800;border-bottom:2px solid #3b82f6;padding-bottom:8px"">ניתוח פסיכולוגי</h2>"
he-0474,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:251,template,no,"<th style=""padding:8px;text-align:right"">מזהה שאלה</th>"
he-0475,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:252,template,no,"<th style=""padding:8px;text-align:right"">ניקוד</th>"
he-0476,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:253,template,no,"<th style=""padding:8px;text-align:right"">זמן תגובה</th>"
he-0477,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:254,template,no,"<th style=""padding:8px;text-align:right"">חרדה</th>"
he-0478,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:255,template,no,"<th style=""padding:8px;text-align:right"">ריכוז</th>"
he-0479,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:258,jsx_text,no,אין תשובות מתועדות
he-0480,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:261,template,no,"<div style=""font-weight:700;margin-bottom:8px"">פרופיל ממדים פסיכולוגיים</div>"
he-0481,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:270,template,no,"<h2 style=""font-size:24px;font-weight:800;border-bottom:2px solid #8b5cf6;padding-bottom:8px"">ניתוח הבעות פנים</h2>"
he-0482,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:272,template,no,"${tile(""חרדה ממוצעת"","
he-0483,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:273,template,no,"${tile(""ריכוז ממוצע"","
he-0484,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:274,template,no,"${tile(""ביטחון ממוצע"","
he-0485,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:277,template,no,"<div style=""font-weight:700;margin-bottom:8px"">פילוח רגשי</div>"
he-0486,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:279,template,no,"{ label: ""חרדה"", value: avg(""anxiety"") },"
he-0487,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:280,template,no,"{ label: ""ריכוז"", value: avg(""focus"") },"
he-0488,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:281,template,no,"{ label: ""ביטחון"", value: avg(""confidence"") },"
he-0489,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:282,template,no,"{ label: ""בלבול"", value: avg(""confusion"") },"
he-0490,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:286,template,no,"<div style=""font-weight:700;margin-bottom:6px"">רגעי שיא</div>"
he-0491,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:289,jsx_text,no,שאלה $
he-0492,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:289,jsx_text,no,גרמה לרמת חרדה הגבוהה ביותר ($
he-0493,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:290,template,no,": ""לא זוהו רגעי שיא חריגים בחרדה.""}"
he-0494,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:296,template,no,"<h2 style=""font-size:24px;font-weight:800;border-bottom:2px solid #10b981;padding-bottom:8px"">המלצות מקצועיות</h2>"
he-0495,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:298,template,no,"<div style=""font-size:16px;font-weight:700;color:#059669;margin-bottom:8px"">✅ חוזקות שזוהו</div>"
he-0496,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:304,template,no,"<div style=""font-size:16px;font-weight:700;color:#d97706;margin-bottom:8px"">⚠️ תחומים לחיזוק</div>"
he-0497,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:310,template,no,"<div style=""font-size:16px;font-weight:700;color:#2563eb;margin-bottom:8px"">📋 המלצות לתהליך ההכשרה</div>"
he-0498,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:314,template,no,": ""<li>המשך תהליך הכשרה רגיל בהתאם לסטנדרט.</li>""}"
he-0499,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:315,template,no,<li>סקירה חוזרת לאחר 30 יום של תרגול.</li>
he-0500,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:316,template,no,<li>תיעוד מתמשך של ביצועים בסימולציות.</li>
he-0501,lib:diagnostics/pdf-report,src/lib/diagnostics/pdf-report.ts:320,template,no,הדוח הופק על ידי Haile Drive AI | haileai.app | מספר דוח: ${session.id}
he-0502,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:14,string,yes,🇪🇹 אמהרית
he-0503,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:15,string,yes,🇷🇺 רוסית
he-0504,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:16,string,yes,✡️ קוקי (בני מנשה)
he-0505,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:27,string,yes,למה בחרת להיות נהג אוטובוס?
he-0506,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:28,string,yes,זה הדבר היחיד שמצאתי
he-0507,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:29,string,yes,הכסף טוב
he-0508,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:30,string,yes,אני אוהב לנהוג ולעזור לאנשים
he-0509,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:31,string,yes,מקצוע יציב עם עתיד
he-0510,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:33,string,yes,נוסע צועק עליך — מה אתה עושה?
he-0511,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:34,string,yes,צועק בחזרה
he-0512,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:35,string,yes,מתעלם
he-0513,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:36,string,yes,עוצר ומסביר בשקט
he-0514,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:37,string,yes,מתנצל ומרגיע
he-0515,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:39,string,yes,מצאת תקלה ברכב לפני יציאה — מה אתה עושה?
he-0516,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:40,string,yes,יוצא בכל זאת
he-0517,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:41,string,yes,מדווח אבל יוצא
he-0518,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:42,string,yes,מדווח ומחכה לאישור
he-0519,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:43,string,yes,לא יוצא ללא תיקון
he-0520,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:45,string,yes,כמה שעות נהיגה ברצף מותר?
he-0521,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:46,string,yes,כמה שצריך
he-0522,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:47,string,yes,6-8 שעות
he-0523,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:48,string,yes,עד 4.5 שעות לפי החוק
he-0524,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:49,string,yes,תלוי במצב
he-0525,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:51,string,yes,נכשלת במבחן — מה אתה עושה?
he-0526,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:52,string,yes,מוותר
he-0527,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:53,string,yes,מחכה הרבה זמן
he-0528,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:54,string,yes,מנסה שוב אחרי מנוחה
he-0529,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:55,string,yes,מבין מה לא עבד ומנסה
he-0530,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:57,string,yes,המשפחה תומכת שתהיה נהג אוטובוס?
he-0531,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:58,string,yes,"לא, נגד"
he-0532,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:59,string,yes,לא בטוח
he-0533,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:60,string,yes,"כן, עם חששות"
he-0534,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:61,string,yes,"כן, לגמרי"
he-0535,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:63,string,yes,לא הבנת הוראה בעברית — מה אתה עושה?
he-0536,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:64,string,yes,מעמיד פנים שהבנת
he-0537,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:65,string,yes,עושה מה שנראה נכון
he-0538,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:66,string,yes,שואל חבר אחר כך
he-0539,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:67,string,yes,מבקש הסבר מיד
he-0540,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:69,string,yes,כמה שעות בשבוע מוכן ללמוד תיאוריה?
he-0541,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:70,string,yes,שעה-שעתיים
he-0542,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:71,string,yes,3-4 שעות
he-0543,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:72,string,yes,5-7 שעות
he-0544,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:73,string,yes,כמה שצריך
he-0545,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:75,string,yes,מה השכר שאתה מצפה?
he-0546,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:76,string,yes,"מעל 15,000 ₪ מיד"
he-0547,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:79,string,yes,מוכן להתחיל בפחות ולצמוח
he-0548,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:81,string,yes,תאר את עצמך כנהג:
he-0549,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:82,string,yes,מהיר ויעיל
he-0550,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:83,string,yes,סבלני ומכבד
he-0551,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:84,string,yes,מקצועי ובטיחותי
he-0552,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:85,string,yes,אדיב ושירותי
he-0553,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:93,string,yes,אתה נוסע עם 40 נוסעים — שמעת צליל מוזר מהמנוע. מה אתה עושה?
he-0554,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:98,string,yes,ממשיך — כנראה לא חמור
he-0555,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:99,string,yes,מאט ומגיע לתחנה הבאה
he-0556,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:100,string,yes,עוצר בצד בבטחה ומדווח
he-0557,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:101,string,yes,מתקשר למנהל תוך כדי נסיעה
he-0558,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:107,string,yes,אם לא עברת מבחן — מה תגיד למשפחה?
he-0559,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:108,string,yes,אסתיר
he-0560,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:108,string,yes,אגיד שדחיתי
he-0561,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:108,string,yes,אגיד האמת ואנסה שוב
he-0562,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:110,string,yes,פחדת פעם מכישלון ועשית בכל זאת — ספר
he-0563,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:111,string,yes,לא קרה
he-0564,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:111,string,yes,רק אם הייתי חייב
he-0565,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:111,string,yes,"כן, תמיד אנסה"
he-0566,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:113,string,yes,אדם שאתה מכבד — מה היה אומר על המקצוע?
he-0567,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:114,string,yes,לא בטוח
he-0568,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:114,string,yes,היה מסכים
he-0569,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:114,string,yes,היה גאה
he-0570,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:118,string,yes,מה עשית מקצועית לפני שהגעת לישראל?
he-0571,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:119,string,yes,לא רלוונטי
he-0572,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:119,string,yes,עבדתי בתחום שונה
he-0573,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:119,string,yes,יש לי ניסיון תחבורה
he-0574,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:121,string,yes,מנהל ביקש משהו שנראה לך לא נכון — מה תעשה?
he-0575,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:122,string,yes,אתעלם
he-0576,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:122,string,yes,אעשה אבל אתלונן
he-0577,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:122,string,yes,אשאל לפני שאעשה
he-0578,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:124,string,yes,בעוד 3 שנים — איפה אתה רוצה להיות?
he-0579,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:125,string,yes,לא יודע
he-0580,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:125,string,yes,אותו מקום
he-0581,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:125,string,yes,נהג מנוסה / מדריך
he-0582,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:129,string,yes,למה בחרת לעלות לישראל?
he-0583,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:130,string,yes,הגעתי עם המשפחה
he-0584,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:130,string,yes,חיפשתי עבודה
he-0585,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:130,string,yes,זה החלום שלי מאז ילדות
he-0586,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:132,string,yes,מוכן לנסוע כל יום לעיר אחרת?
he-0587,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:133,string,yes,לא
he-0588,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:133,string,yes,רק קרוב לבית
he-0589,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:133,string,yes,"כן, בלי בעיה"
he-0590,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:135,string,yes,ספר על עבודה קשה שעשית בחיים
he-0591,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:136,string,yes,לא עשיתי
he-0592,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:136,string,yes,עבדתי קשה כשהייתי חייב
he-0593,lib:diagnostics/questions,src/lib/diagnostics/questions.ts:136,string,yes,תמיד עבדתי קשה
he-0594,/admin/ai-agent,src/routes/admin.ai-agent.tsx:18,string,no,תן לי דוח יומי קצר על מצב המערכת
he-0595,/admin/ai-agent,src/routes/admin.ai-agent.tsx:19,string,no,אילו מועמדים ממתינים ולא טופלו ביותר מ-48 שעות?
he-0596,/admin/ai-agent,src/routes/admin.ai-agent.tsx:20,string,no,סיכום pipeline: כמה בכל שלב והיכן יש צוואר בקבוק?
he-0597,/admin/ai-agent,src/routes/admin.ai-agent.tsx:24,string,no,"תרגם לאמהרית: מרחק עצירה תלוי במהירות, בעומס ובמצב הכביש."
he-0598,/admin/ai-agent,src/routes/admin.ai-agent.tsx:25,string,no,תרגם וסווג: שיעור על בלם פליטה לכיתת אוטובוס מתחילים.
he-0599,/admin/ai-agent,src/routes/admin.ai-agent.tsx:26,string,no,הכן חומר באמהרית בנושא בטיחות בהסעת ילדים — רמה מתחיל.
he-0600,/admin/ai-agent,src/routes/admin.ai-agent.tsx:67,string,no,⚠️ חסר מפתח AI בהגדרות המערכת (XAI_API_KEY).
he-0601,/admin/ai-agent,src/routes/admin.ai-agent.tsx:69,string,no,💳 אין יתרת קרדיטים או הרשאה ל-API. בדוק את חשבון ה-AI.
he-0602,/admin/ai-agent,src/routes/admin.ai-agent.tsx:71,string,no,⛔ פעולה זו זמינה לבעלים בלבד.
he-0603,/admin/ai-agent,src/routes/admin.ai-agent.tsx:73,string,no,"⏳ יותר מדי בקשות, נסה שוב בעוד רגע."
he-0604,/admin/ai-agent,src/routes/admin.ai-agent.tsx:75,string,no,אירעה שגיאה בעיבוד הבקשה.
he-0605,/admin/ai-agent,src/routes/admin.ai-agent.tsx:80,string,no,שגיאת רשת. נסה שוב.
he-0606,/admin/ai-agent,src/routes/admin.ai-agent.tsx:178,string,no,🤖 סוכן AI
he-0607,/admin/ai-agent,src/routes/admin.ai-agent.tsx:183,jsx_text,no,סוכן ניהול
he-0608,/admin/ai-agent,src/routes/admin.ai-agent.tsx:186,jsx_text,no,🌍 מרצה ולוקליזציה
he-0609,/admin/ai-agent,src/routes/admin.ai-agent.tsx:196,jsx_text,no,סוכן Haile AI
he-0610,/admin/ai-agent,src/routes/admin.ai-agent.tsx:197,jsx_text,no,ניתוח חי של נתוני המערכת בעברית
he-0611,/admin/ai-agent,src/routes/admin.ai-agent.tsx:203,string,no,שלום בני 👋 שאל אותי כל דבר על המערכת. כמה הצעות:
he-0612,/admin/ai-agent,src/routes/admin.ai-agent.tsx:204,string,no,"שאל את הסוכן… (Enter לשליחה, Shift+Enter לשורה)"
he-0613,/admin/ai-agent,src/routes/admin.ai-agent.tsx:205,string,no,חושב
he-0614,/admin/ai-agent,src/routes/admin.ai-agent.tsx:215,jsx_text,no,המרצה הראשי ומנהל הלוקליזציה
he-0615,/admin/ai-agent,src/routes/admin.ai-agent.tsx:217,jsx_text,no,תרגום חומרי לימוד מעברית לאמהרית · סיווג · פלט מוכן ל-Supabase
he-0616,/admin/ai-agent,src/routes/admin.ai-agent.tsx:224,string,no,"העלה חומר בעברית — אתרגם לאמהרית מקצועית, אסווג ואכין JSON מוכן לשמירה."
he-0617,/admin/ai-agent,src/routes/admin.ai-agent.tsx:225,string,no,הדבק כאן חומר בעברית לתרגום וסיווג…
he-0618,/admin/ai-agent,src/routes/admin.ai-agent.tsx:226,string,no,מתרגם
he-0619,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:18,string,no,פירוט נוכחות — Haile Drive AI
he-0620,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:23,string,no,נוכח
he-0621,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:24,string,no,איחור
he-0622,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:25,string,no,חסר
he-0623,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:26,string,no,השלמה
he-0624,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:93,template,no,פירוט: ${cls.name}${date ?
he-0625,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:95,template,no,פירוט נוכחות · ${date}
he-0626,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:96,template,no,פירוט נוכחות (${effectiveFrom} → ${effectiveTo})
he-0627,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:102,jsx_text,no,חזרה לסקירה
he-0628,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:104,jsx_text,no,סימונים
he-0629,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:128,jsx_text,no,פילוח לפי מרצה
he-0630,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:131,jsx_text,no,אין סימונים בטווח שנבחר.
he-0631,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:138,jsx_text,no,מרצה
he-0632,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:139,jsx_text,no,נוכח
he-0633,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:140,jsx_text,no,איחור
he-0634,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:141,jsx_text,no,חסר
he-0635,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:142,jsx_text,no,השלמה
he-0636,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:143,jsx_text,no,סה״כ
he-0637,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:144,jsx_text,no,% השלמה
he-0638,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:153,string,no,ללא שיוך
he-0639,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:174,jsx_text,no,פילוח לפי מפגש
he-0640,/admin/attendance/drilldown,src/routes/admin.attendance.drilldown.tsx:177,jsx_text,no,אין מפגשים בטווח שנבחר.
he-0641,/admin/attendance,src/routes/admin.attendance.tsx:10,string,no,ניתוח נוכחות — Haile Drive AI
he-0642,/admin/attendance,src/routes/admin.attendance.tsx:15,string,no,נוכח
he-0643,/admin/attendance,src/routes/admin.attendance.tsx:16,string,no,איחור
he-0644,/admin/attendance,src/routes/admin.attendance.tsx:17,string,no,חסר
he-0645,/admin/attendance,src/routes/admin.attendance.tsx:18,string,no,השלמה
he-0646,/admin/attendance,src/routes/admin.attendance.tsx:84,string,no,ניתוח נוכחות
he-0647,/admin/attendance,src/routes/admin.attendance.tsx:87,jsx_text,no,חלון ניתוח:
he-0648,/admin/attendance,src/routes/admin.attendance.tsx:87,jsx_text,no,ימים אחרונים (
